Site Name,Site Status,Site Address1,Site Address2,Site City,Site State,Site Zip,Site Phone,"Meal Types Served:
","Start Date
(MM/DD/YY)","End Date
(MM/DD/YY)"
LEISURE PARK ES(150),Open,4300 S. JUNIPER PL.,,BROKEN ARROW,OK,74011,918-259-4420,B L,6/5/2017,6/30/2017
CREEKWOOD ES(200),Open,1301 E. ALBANY,,BROKEN ARROW,OK,74012,918-259-4500,B L,5/30/2017,7/28/2017
ASPEN CREEK ES(205),Open,2800 W. FLORENCE ST.,,BROKEN ARROW,OK,74011,918-259-4410,B L,5/30/2017,7/28/2017
CENTENNIAL MS(505),Open,225 E. OMAHA ST.,,BROKEN ARROW,OK,74012,918-259-4340,B L,6/5/2017,7/28/2017
BROKEN ARROW HS(705),Open,1901 E. ALBANY,,BROKEN ARROW,OK,74012,918-259-4731,L,6/8/2017,7/28/2017
CAMINO VILLA APTS(N2),Open,1310 N. 27TH ST.,,BROKEN ARROW,OK,74014,918-259-4565,L,5/30/2017,7/28/2017
FAMILY AQUATIC CENTER/PARK(N3),Open,1200 S. MAIN ST,,BROKEN ARROW,OK,74012,918-259-4565,L,5/30/2017,7/28/2017
INDIAN SPRINGS APTS.(N4),Open,2177 W. JASPER,,BROKEN ARROW,OK,74011,918-259-4565,L,5/30/2017,7/28/2017
CENTRAL ES(110),Open,201 SOUTH MAIN STREET,,BIXBY,OK,74008,918-366-2277,B L,6/5/2017,7/14/2017
BIXBY HS(705),Open,501 SOUTH RIVERVIEW,,BIXBY,OK,74008,918-366-1727,B L,6/1/2017,7/31/2017
GROVE ES(105),Open,10202 E. 62ND E. AVE.,,TULSA,OK,74133,918-357-8856,B L,6/5/2017,8/4/2017
BOEVERS ES(115),Open,3433 S. 133 E. AVE,,TULSA,OK,74134,918-357-8350,L,6/6/2017,7/25/2017
CLARK ES(120),Open,3656 S. 103RD E. AVE.,,TULSA,OK,74146,918-357-8534,B L,6/6/2017,7/25/2017
PETERS ES(125),Open,2900 W COLLEGE,,BROKEN ARROW,OK,74012,918-357-6741,L,6/6/2017,7/25/2017
JARMAN ES(140),Open,9015 E. 79TH ST.,,TULSA,OK,74133,918-357-8952,L,6/6/2017,7/25/2017
ROSA PARKS ES(155),Open,13702 E 46TH PL,,TULSA,OK,74134,918-357-2757,L,6/6/2017,6/8/2017
THOMAS JEFFERSON ES(160),Open,8418 SOUTH 107 EAST AVENUE,,TULSA,OK,74133,918-357-6610,B L,6/5/2017,7/25/2017
UNION 8TH GRADE CTR(620),Open,6501 S GARNETT RD,,BROKEN ARROW,OK,74012,918-357-6810,L,6/6/2017,7/20/2017
UNION HS(705),Open,6636 S. MINGO RD.,,TULSA,OK,74133,918-357-7227,B L,6/5/2017,7/28/2017
UNION NINTH GRADE CENTER(720),Open,7616 S GARNETT,,BROKEN ARROW,OK,74012,918-357-7639,B L,6/5/2017,7/27/2017
Union UMAC(N01),Open,6836 S. MINGO RD,,TULSA,OK,74166,918-357-7410,L,6/12/2017,7/28/2017
Boca Vista apt(N11),Open,10851 E 33RD,,TULSA,OK,74134,918-357-7227,L,6/5/2017,6/29/2017
Heatherstone apt(N12),Open,9730 E 33RD,,TULSA,OK,74134,918-357-7227,L,6/5/2017,6/29/2017
Huntington Hollow(N13),Open,4343 S 109 E AVE.,,TULSA,OK,74146,918-357-7227,L,6/5/2017,6/29/2017
Union Point(N14),Open,13062 E 41ST ST,,TULSA,OK,74134,918-357-7227,L,6/5/2017,6/29/2017
The Greens of Bedford(N15),Open,6508 S 106 E PL.,,TULSA,OK,74133,918-357-7227,L,6/6/2017,6/8/2017
Bristol Park(N16),Open,4414 S GARNETT,,TULSA,OK,74146,918-357-4336,B,6/6/2017,6/8/2017
Silvercreek Apt(N17),Open,10710 E 41ST,,TULSA,OK,74146,918-357-4328,B,6/6/2017,6/8/2017
Sommerset Park at Union(N18),Open,9416 E 65TH ST,,TULSA,OK,74133,918-357-7227,L,6/5/2017,6/29/2017
Polo Club Apt(N19),Open,12817 E 40TH ST,,TULSA,OK,74146,918-357-7227,L,6/5/2017,6/29/2017
Creekside apt(N4),Open,3901 S GARNETT RD,,TULSA,OK,74146,918-357-7227,L,6/5/2017,6/29/2017
Rockwood Village apt(N6),Open,4130 S. 104 E AVE,,TULSA,OK,74146,918-357-7227,L,6/5/2017,6/29/2017
Broken Arrow Church of Christ(N01),Open,505 E. KENOSHA,,BROKEN ARROW,OK,74012,000-000-0000,B L,6/12/2017,8/4/2017
Tulsa Dream Center(N01),Open,200 W. 46TH ST. N.,,TULSA,OK,74126,918-430-9984,L,6/5/2017,7/27/2017
West Mabee Boys & Girls Club(N10),Open,2143 S. OLYMPIA,,TULSA,OK,74107,918-582-4327,L,5/29/2017,8/18/2017
Youth At Heart(N11),Restricted Open,5424 N. MADISON AVE,,TULSA,OK,74126,918-493-7311,B L,5/22/2017,6/22/2017
Boys & Girls Club of Creek County(N12),Open,1721 S. HICKORY,,SAPULPA,OK,74066,918-224-4415,B L,5/22/2017,8/18/2017
Touch Tulsa @ Mark Twain Elementary(N13),Open,541 S 43RD W AVE,,TULSA,OK,74127,918-521-7053,L,6/5/2017,6/22/2017
Hawthorne Elementary(N2),Open,1105 E. 33RD ST. N.,,TULSA,OK,74106,918-813-2109,B L,5/29/2017,8/18/2017
Reed Foundation(N3),Open,2219 N. LEWIS AVE.,,TULSA,OK,74110,918-951-9441,L,5/22/2017,8/18/2017
Salvation Army Mabee Red Shield(N6),Open,1231 N HARVARD AVE,,TULSA,OK,74115,918-850-8234,L,5/24/2017,8/18/2017
Peppermint Pete's Prestart Learning Center(N7),Open,564 E. 32ND ST. N.,,TULSA,OK,74106,918-269-8623,L,5/22/2017,8/18/2017
"Boys & Girls Club, Sand Springs(N9)",Open,4403 S. 129 W AVE,,SAND SPRINGS,OK,74063,918-245-2237,B L,5/29/2017,8/18/2017
Hutcherson YMCA(N01),Open,1120 E PINE ST,,TULSA,OK,74106,918-382-9622,L,6/1/2017,7/31/2017
Maxwell Park Library(N10),Open,1313 N. CANTON,,TULSA,OK,74115,918-549-7610,L,6/1/2017,7/31/2017
Suburban Acres Library(N12),Open,4606 N GARRISON AVE,,TULSA,OK,74126,918-549-7323,L,6/1/2017,7/31/2017
Sierra Pointe Apartments(N13),Open,1433 S. 107TH E AVE,,TULSA,OK,74128,918-992-6903,L,6/1/2017,7/31/2017
Tulsa Hub(N14),Open,601 W. 3RD ST.,,TULSA,OK,74103,918-813-0028,L,6/5/2017,6/9/2017
Red Fork Church of God(N2),Open,3319 W 41ST ST.,,TULSA,OK,74107,918-446-4479,L,6/1/2017,7/31/2017
EduRec Youth & Family Center(N3),Closed Enrolled,5424 N MADISON AVE,,TULSA,OK,74126,918-430-3947,B L,6/5/2017,6/23/2017
Cornerstone Community Center(N5),Open,4122 W 55TH PL,,TULSA,OK,74107,918-960-2645,L,6/1/2017,7/31/2017
Zarrow Regional Library(N6),Open,2224 W. 51ST ST,,TULSA,OK,74107,918-549-7683,L,6/1/2017,7/31/2017
Martin Regional Library(N7),Open,2601 S. GARNETT RD,,TULSA,OK,74129,918-549-7590,L,6/1/2017,7/31/2017
Rudisill Regional Library(N8),Open,1520 N HARTFORD AVE,,TULSA,OK,74106,918-549-7645,L,6/1/2017,7/31/2017
Kendall-Whittier Library(N9),Open,21 S. LEWIS AVE,,TULSA,OK,74104,918-549-7584,L,6/1/2017,7/31/2017
CENTRAL INTERMEDIATE ES(125),Open,202 NORTH CASAVER,,WAGONER,OK,74467,918-485-0163,L,5/30/2017,6/29/2017
Football Field(N2),Open,1301 NORTHEAST 2ND,,WAGONER,OK,74467,918-485-0163,L,5/30/2017,6/29/2017
RICHARD KANE ES(110),Open,801 SE 13TH,,BARTLESVILLE,OK,74003,918-337-3711,B L,7/5/2017,7/28/2017
JANE PHILLIPS ES(130),Open,1500 SE ROGERS AVE,,BARTLESVILLE,OK,74003,918-336-9479,B,6/5/2017,6/9/2017
RANCH HEIGHTS ES(160),Open,501 WOODLAND RD,,BARTLESVILLE,OK,74006,918-333-3810,B L,6/5/2017,7/28/2017
WOODROW WILSON ES(185),Open,245 NE SPRUCE,,BARTLESVILLE,OK,74005,918-335-1177,B L,6/5/2017,6/30/2017
CENTRAL MS(505),Open,815 SE DELAWARE,,BARTLESVILLE,OK,74003,918-336-9306,B L,7/31/2017,8/1/2017
MADISON MS(510),Open,5900 SE BAYLOR DR,,BARTLESVILLE,OK,74006,918-333-4444,L,7/24/2017,8/4/2017
BARTLESVILLE HS(705),Open,1700 HILLCREST DRIVE,,BARTLESVILLE,OK,74003,918-336-3311,B L,6/5/2017,7/28/2017
The Salvation Army of Bartlesville(N01),Open,101 N BUCY AVE,,BARTLESVILLE,OK,74003,918-336-6454,B L,6/5/2017,8/4/2017
Holdenville Ridge Apartments(N12),Open,101- 115 Lou Dr.,,HOLDENVILLE,OK,74848,,,,
FOREST GROVE PUBLIC SCHOOL(105),Open,1040 SW Haskell Pl,,GARVIN,OK,74736,,,,
MC LOUD ES(105),Open,200 S. Main St.,,MCLOUD,OK,74851,,,,
ROLAND JHS(610),Open,300 Ranger Blvd.,,ROLAND,OK,74954,,,,
CAMP BENNETT(N03),Open,3901 Park Blvd.,,MUSKOGEE,OK,74401,,,,
RED OAK ES(105),Open,404 N. Main St.,,RED OAK,OK,74563,,,,
Choctaw Nation Head Start in Hugo(N7),Open,408 N Webb St.,,HUGO,OK,74743,,,,
JONES HS(705),Open,412 SW 3rd St.,,JONES,OK,73049,,,,
TONKAWA HS(715),Open,500 E North Ave.,,TONKAWA,OK,74653,,,,
RANCH HEIGHTS ES(160),Open,5101 Woodland Rd.,,BARTLESVILLE,OK,74006,,,,
ATOKA HS(705),Open,800 S. Greathouse Dr.,,ATOKA,OK,74525,,,,
Spaulding Park(N16),Open,"837 E. Okmulgee, St",,MUSKOGEE,OK,74403,,,,
Douglass Community Center(N52),Open,900 Frederick J Douglas Dr. 73117,,OKLAHOMA CITY,OK,73102,,,,
Kingfisher Church of Christ(N19),Open,913 W Will Rogers Dr.,,KINGFISHER,OK,73750,,,,
Chosen Generation(N267),Open,925 W. Maple Ave,,DUNCAN,OK,73529,,,,
One True Light- Fuqua Park Wes,Open,1500 OK-7,,DUNCAN,OK,73533,,,,
,,,,,,,,,,
Location: Oklahoma (Custom Region),,,,,,,,,,
,,,,,,,,,,
This point dataset was created by Doug McDurham. PolicyMap does not endorse the use of or verify the accuracy of the data contained within this dataset.,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
"When using PolicyMap data in your work, please consult the Terms of Use and the instructions for Citing Us:",,,,,,,,,,
https://www.policymap.com/terms/,,,,,,,,,,
https://www.policymap.com/citing/,,,,,,,,,,
